?_MCP (°),?_PIP (°),?_DIP (°)
0,0,0
-0.000103639,-7.75E-05,-0.000148384
-0.000541341,-0.000409753,-0.000769873
-0.001248935,-0.000958884,-0.001762644
-0.002109894,-0.001644879,-0.002952739
-0.003047166,-0.002413894,-0.004226102
-0.00401983,-0.003236897,-0.005522593
-0.005008207,-0.004099508,-0.00681371
-0.006003355,-0.004994695,-0.008086999
-0.007001358,-0.005918797,-0.009337588
-0.008000545,-0.006869589,-0.010564062
-0.009000217,-0.007845402,-0.011766567
-0.010000086,-0.008844751,-0.012945957
-0.011000034,-0.009866184,-0.014103431
-0.012000013,-0.010908225,-0.015240358
-0.013000005,-0.011969371,-0.016358203
-0.014000002,-0.013048087,-0.017458482
-0.015000001,-0.014142823,-0.018542739
-0.016,-0.015252023,-0.019612528
-0.017,-0.016374139,-0.020669396
-0.018,-0.017507643,-0.021714869
-0.019,-0.018651038,-0.022750447
-0.02,-0.019802865,-0.023777586
-0.021,-0.020961716,-0.024797695
-0.022,-0.022126239,-0.025812127
-0.023,-0.023295143,-0.026822171
-0.024,-0.02446721,-0.027829047
-0.025,-0.02564129,-0.028833904
-0.026,-0.026816313,-0.029837811
-0.027,-0.027991286,-0.030841763
-0.028,-0.029165299,-0.031846669
-0.029,-0.030337521,-0.03285336
-0.03,-0.031507206,-0.033862582
-0.031,-0.032673687,-0.034875002
-0.032,-0.033836378,-0.035891206
-0.033,-0.034994772,-0.036911701
-0.034,-0.036148439,-0.037936918
-0.035,-0.037297021,-0.038967213
-0.036,-0.038440233,-0.040002873
-0.037,-0.039577854,-0.041044117
-0.038,-0.040709731,-0.042091099
-0.039,-0.041835768,-0.043143916
-0.04,-0.042955924,-0.044202608
-0.041,-0.044070212,-0.045267162
-0.042,-0.04517869,-0.046337519
-0.043,-0.046281461,-0.047413579
-0.044,-0.047378664,-0.048495199
-0.045,-0.048470476,-0.049582205
-0.046,-0.0495571,-0.050674393
-0.047,-0.050638769,-0.051771531
-0.048,-0.051715734,-0.052873366
-0.049,-0.052788266,-0.053979628
-0.05,-0.053856652,-0.05509003
-0.051,-0.054921188,-0.056204277
-0.052,-0.055982177,-0.057322064
-0.053,-0.057039928,-0.058443083
-0.054,-0.058094751,-0.059567025
-0.055,-0.059146955,-0.060693579
-0.056,-0.060196845,-0.061822442
-0.057,-0.061244721,-0.062953313
-0.058,-0.062290875,-0.0640859
-0.059,-0.063335588,-0.065219921
-0.06,-0.064379133,-0.066355106
-0.061,-0.065421767,-0.067491194
-0.062,-0.066463736,-0.068627942
-0.063,-0.067505272,-0.069765118
-0.064,-0.068546588,-0.070902506
-0.065,-0.069587886,-0.072039907
-0.066,-0.07062935,-0.073177137
-0.067,-0.071671146,-0.074314028
-0.068,-0.072713426,-0.075450429
-0.069,-0.073756325,-0.076586206
-0.07,-0.074799962,-0.077721238
-0.071,-0.07584444,-0.078855424
-0.072,-0.076889846,-0.079988675
-0.073,-0.077936254,-0.081120918
-0.074,-0.078983724,-0.082252094
-0.075,-0.080032299,-0.083382159
-0.076,-0.081082013,-0.084511078
-0.077,-0.082132886,-0.085638833
-0.078,-0.083184928,-0.086765413
-0.079,-0.084238137,-0.087890819
-0.08,-0.085292503,-0.089015063
-0.081,-0.086348007,-0.090138163
-0.082,-0.087404622,-0.091260146
-0.083,-0.088462313,-0.092381047
-0.084,-0.089521041,-0.093500905
-0.085,-0.090580759,-0.094619767
-0.086,-0.091641419,-0.095737681
-0.087,-0.092702967,-0.096854702
-0.088,-0.093765345,-0.097970885
-0.089,-0.094828495,-0.099086291
-0.09,-0.095892358,-0.100200979
-0.091,-0.09695687,-0.101315011
-0.092,-0.098021971,-0.102428449
-0.093,-0.099087598,-0.103541353
-0.094,-0.100153692,-0.104653786
-0.095,-0.101220191,-0.105765807
-0.096,-0.102287038,-0.106877475
-0.097,-0.103354175,-0.107988846
-0.098,-0.104421549,-0.109099974
-0.099,-0.105489108,-0.110210912
-0.1,-0.106556802,-0.111321708
-0.101,-0.107624585,-0.11243241
-0.102,-0.108692414,-0.11354306
-0.103,-0.109760247,-0.114653699
-0.104,-0.110828049,-0.115764364
-0.105,-0.111895786,-0.116875088
-0.106,-0.112963426,-0.117985903
-0.107,-0.114030942,-0.119096835
-0.108,-0.115098311,-0.120207909
-0.109,-0.116165511,-0.121319146
-0.11,-0.117232525,-0.122430563
-0.111,-0.118299337,-0.123542176
-0.112,-0.119365935,-0.124653996
-0.113,-0.120432311,-0.125766034
-0.114,-0.121498456,-0.126878295
-0.115,-0.122564367,-0.127990785
-0.116,-0.123630042,-0.129103505
-0.117,-0.124695481,-0.130216455
-0.118,-0.125760685,-0.131329635
-0.119,-0.126825658,-0.132443039
-0.12,-0.127890405,-0.133556662
-0.121,-0.128954933,-0.134670499
-0.122,-0.13001925,-0.135784542
-0.123,-0.131083364,-0.13689878
-0.124,-0.132147286,-0.138013206
-0.125,-0.133211026,-0.139127807
-0.126,-0.134274595,-0.140242573
-0.127,-0.135338006,-0.141357491
-0.128,-0.136401269,-0.142472551
-0.129,-0.137464398,-0.14358774
-0.13,-0.138527404,-0.144703045
-0.131,-0.1395903,-0.145818454
-0.132,-0.140653098,-0.146933956
-0.133,-0.14171581,-0.148049537
-0.134,-0.142778447,-0.149165186
-0.135,-0.143841022,-0.150280893
-0.136,-0.144903545,-0.151396645
-0.137,-0.145966026,-0.152512434
-0.138,-0.147028475,-0.153628248
-0.139,-0.148090902,-0.154744078
-0.14,-0.149153315,-0.155859916
-0.141,-0.150215723,-0.156975754
-0.142,-0.151278133,-0.158091584
-0.143,-0.152340551,-0.159207399
-0.144,-0.153402984,-0.160323193
-0.145,-0.154465438,-0.161438961
-0.146,-0.155527917,-0.162554697
-0.147,-0.156590425,-0.163670398
-0.148,-0.157652967,-0.164786059
-0.149,-0.158715546,-0.165901678
-0.15,-0.159778163,-0.167017253
-0.151,-0.16084082,-0.16813278
-0.152,-0.16190352,-0.16924826
-0.153,-0.162966263,-0.17036369
-0.154,-0.16402905,-0.171479071
-0.155,-0.16509188,-0.172594402
-0.156,-0.166154754,-0.173709684
-0.157,-0.16721767,-0.174824917
-0.158,-0.168280628,-0.175940102
-0.159,-0.169343626,-0.177055241
-0.16,-0.170406664,-0.178170335
-0.161,-0.171469738,-0.179285387
-0.162,-0.172532847,-0.180400397
-0.163,-0.173595989,-0.181515368
-0.164,-0.174659163,-0.182630302
-0.165,-0.175722364,-0.183745201
-0.166,-0.176785592,-0.184860069
-0.167,-0.177848844,-0.185974907
-0.168,-0.178912117,-0.187089717
-0.169,-0.179975408,-0.188204503
-0.17,-0.181038716,-0.189319267
-0.171,-0.182102038,-0.19043401
-0.172,-0.183165371,-0.191548736
-0.173,-0.184228714,-0.192663447
-0.174,-0.185292064,-0.193778144
-0.175,-0.186355418,-0.194892831
-0.176,-0.187418776,-0.196007508
-0.177,-0.188482136,-0.197122178
-0.178,-0.189545494,-0.198236843
-0.179,-0.19060885,-0.199351503
-0.18,-0.191672203,-0.200466162
-0.181,-0.192735551,-0.20158082
-0.182,-0.193798892,-0.202695478
-0.183,-0.194862226,-0.203810137
-0.184,-0.195925551,-0.204924799
-0.185,-0.196988867,-0.206039464
-0.186,-0.198052173,-0.207154133
-0.187,-0.199115468,-0.208268807
-0.188,-0.200178752,-0.209383486
-0.189,-0.201242025,-0.210498171
-0.19,-0.202305285,-0.211612861
-0.191,-0.203368534,-0.212727558
-0.192,-0.20443177,-0.213842261
-0.193,-0.205494994,-0.21495697
-0.194,-0.206558206,-0.216071685
-0.195,-0.207621405,-0.217186406
-0.196,-0.208684593,-0.218301133
-0.197,-0.20974777,-0.219415865
-0.198,-0.210810935,-0.220530603
-0.199,-0.211874089,-0.221645346
-0.2,-0.212937232,-0.222760093
-0.201,-0.214000365,-0.223874845
-0.202,-0.215063489,-0.2249896
-0.203,-0.216126603,-0.226104359
-0.204,-0.217189709,-0.22721912
-0.205,-0.218252806,-0.228333883
-0.206,-0.219315895,-0.229448649
-0.207,-0.220378977,-0.230563415
-0.208,-0.221442052,-0.231678183
-0.209,-0.222505121,-0.232792951
-0.21,-0.223568184,-0.233907718
-0.211,-0.224631241,-0.235022485
-0.212,-0.225694294,-0.236137251
-0.213,-0.226757341,-0.237252016
-0.214,-0.227820385,-0.238366779
-0.215,-0.228883425,-0.239481539
-0.216,-0.229946461,-0.240596297
-0.217,-0.231009495,-0.241711052
-0.218,-0.232072525,-0.242825804
-0.219,-0.233135553,-0.243940552
-0.22,-0.234198578,-0.245055297
-0.221,-0.235261602,-0.246170038
-0.222,-0.236324623,-0.247284774
-0.223,-0.237387643,-0.248399506
-0.224,-0.238450662,-0.249514234
-0.225,-0.239513679,-0.250628957
-0.226,-0.240576694,-0.251743675
-0.227,-0.241639709,-0.252858389
-0.228,-0.242702722,-0.253973098
-0.229,-0.243765734,-0.255087801
-0.23,-0.244828745,-0.2562025
-0.231,-0.245891755,-0.257317194
-0.232,-0.246954764,-0.258431883
-0.233,-0.248017771,-0.259546567
-0.234,-0.249080778,-0.260661246
-0.235,-0.250143783,-0.26177592
-0.236,-0.251206787,-0.26289059
-0.237,-0.25226979,-0.264005255
-0.238,-0.253332791,-0.265119915
-0.239,-0.254395791,-0.26623457
-0.24,-0.255458789,-0.267349222
-0.241,-0.256521786,-0.268463868
-0.242,-0.25758478,-0.269578511
-0.243,-0.258647773,-0.270693149
-0.244,-0.259710764,-0.271807783
-0.245,-0.260773753,-0.272922414
-0.246,-0.261836739,-0.27403704
-0.247,-0.262899724,-0.275151663
-0.248,-0.263962706,-0.276266282
-0.249,-0.265025685,-0.277380897
-0.25,-0.266088663,-0.278495509
-0.251,-0.267151637,-0.279610117
-0.252,-0.268214609,-0.280724722
-0.253,-0.269277578,-0.281839324
-0.254,-0.270340544,-0.282953922
-0.255,-0.271403507,-0.284068517
-0.256,-0.272466467,-0.28518311
-0.257,-0.273529425,-0.286297699
-0.258,-0.274592379,-0.287412285
-0.259,-0.27565533,-0.288526868
-0.26,-0.276718278,-0.289641449
-0.261,-0.277781222,-0.290756026
-0.262,-0.278844164,-0.291870601
-0.263,-0.279907102,-0.292985173
-0.264,-0.280970037,-0.294099742
-0.265,-0.282032968,-0.295214309
-0.266,-0.283095896,-0.296328872
-0.267,-0.284158821,-0.297443433
-0.268,-0.285221743,-0.298557991
-0.269,-0.286284661,-0.299672547
-0.27,-0.287347576,-0.300787099
-0.271,-0.288410488,-0.301901649
-0.272,-0.289473396,-0.303016196
-0.273,-0.290536301,-0.304130741
-0.274,-0.291599203,-0.305245283
-0.275,-0.292662101,-0.306359821
-0.276,-0.293724996,-0.307474358
-0.277,-0.294787888,-0.308588891
-0.278,-0.295850777,-0.309703421
-0.279,-0.296913662,-0.310817949
-0.28,-0.297976545,-0.311932474
-0.281,-0.299039424,-0.313046995
-0.282,-0.300102299,-0.314161514
-0.283,-0.301165172,-0.31527603
-0.284,-0.302228042,-0.316390543
-0.285,-0.303290908,-0.317505053
-0.286,-0.304353772,-0.318619561
-0.287,-0.305416632,-0.319734065
-0.288,-0.306479489,-0.320848566
-0.289,-0.307542344,-0.321963064
-0.29,-0.308605195,-0.323077559
-0.291,-0.309668043,-0.324192051
-0.292,-0.310730888,-0.325306539
-0.293,-0.311793731,-0.326421025
-0.294,-0.31285657,-0.327535508
-0.295,-0.313919406,-0.328649987
-0.296,-0.31498224,-0.329764464
-0.297,-0.31604507,-0.330878937
-0.298,-0.317107898,-0.331993407
-0.299,-0.318170722,-0.333107874
-0.3,-0.319233544,-0.334222337
-0.301,-0.320296363,-0.335336798
-0.302,-0.321359179,-0.336451255
-0.303,-0.322421992,-0.33756571
-0.304,-0.323484802,-0.338680161
-0.305,-0.324547609,-0.339794608
-0.306,-0.325610413,-0.340909053
-0.307,-0.326673215,-0.342023494
-0.308,-0.327736013,-0.343137933
-0.309,-0.328798809,-0.344252368
-0.31,-0.329861601,-0.3453668
-0.311,-0.330924391,-0.346481228
-0.312,-0.331987178,-0.347595654
-0.313,-0.333049962,-0.348710076
-0.314,-0.334112743,-0.349824495
-0.315,-0.335175521,-0.350938911
-0.316,-0.336238297,-0.352053324
-0.317,-0.337301069,-0.353167734
-0.318,-0.338363838,-0.35428214
-0.319,-0.339426605,-0.355396543
-0.32,-0.340489368,-0.356510943
-0.321,-0.341552129,-0.35762534
-0.322,-0.342614887,-0.358739734
-0.323,-0.343677641,-0.359854125
-0.324,-0.344740393,-0.360968512
-0.325,-0.345803142,-0.362082897
-0.326,-0.346865888,-0.363197278
-0.327,-0.34792863,-0.364311656
-0.328,-0.34899137,-0.365426031
-0.329,-0.350054107,-0.366540403
-0.33,-0.351116841,-0.367654772
-0.331,-0.352179572,-0.368769137
-0.332,-0.3532423,-0.3698835
-0.333,-0.354305025,-0.370997859
-0.334,-0.355367747,-0.372112215
-0.335,-0.356430466,-0.373226569
-0.336,-0.357493183,-0.374340919
-0.337,-0.358555896,-0.375455265
-0.338,-0.359618606,-0.376569609
-0.339,-0.360681313,-0.37768395
-0.34,-0.361744017,-0.378798287
-0.341,-0.362806718,-0.379912622
-0.342,-0.363869416,-0.381026953
-0.343,-0.364932111,-0.382141281
-0.344,-0.365994803,-0.383255607
-0.345,-0.367057493,-0.384369929
-0.346,-0.368120179,-0.385484247
-0.347,-0.369182862,-0.386598563
-0.348,-0.370245542,-0.387712876
-0.349,-0.371308219,-0.388827185
-0.35,-0.372370893,-0.389941492
-0.351,-0.373433564,-0.391055795
-0.352,-0.374496233,-0.392170095
-0.353,-0.375558898,-0.393284392
-0.354,-0.37662156,-0.394398686
-0.355,-0.377684219,-0.395512977
-0.356,-0.378746875,-0.396627265
-0.357,-0.379809528,-0.39774155
-0.358,-0.380872179,-0.398855831
-0.359,-0.381934826,-0.399970109
-0.36,-0.38299747,-0.401084385
-0.361,-0.384060111,-0.402198657
-0.362,-0.385122749,-0.403312926
-0.363,-0.386185385,-0.404427191
-0.364,-0.387248017,-0.405541454
-0.365,-0.388310646,-0.406655714
-0.366,-0.389373272,-0.40776997
-0.367,-0.390435896,-0.408884224
-0.368,-0.391498516,-0.409998474
-0.369,-0.392561133,-0.411112721
-0.37,-0.393623747,-0.412226965
-0.371,-0.394686359,-0.413341206
-0.372,-0.395748967,-0.414455443
-0.373,-0.396811572,-0.415569678
-0.374,-0.397874175,-0.416683909
-0.375,-0.398936774,-0.417798137
-0.376,-0.39999937,-0.418912362
-0.377,-0.401061964,-0.420026584
-0.378,-0.402124554,-0.421140803
-0.379,-0.403187142,-0.422255019
-0.38,-0.404249726,-0.423369231
-0.381,-0.405312307,-0.424483441
-0.382,-0.406374886,-0.425597647
-0.383,-0.407437461,-0.42671185
-0.384,-0.408500034,-0.42782605
-0.385,-0.409562603,-0.428940247
-0.386,-0.41062517,-0.430054441
-0.387,-0.411687747,-0.43116864
-0.388,-0.412750308,-0.432282828
-0.389,-0.413812865,-0.433397013
-0.39,-0.41487542,-0.434511195
-0.391,-0.415937972,-0.435625373
-0.392,-0.41700052,-0.436739549
-0.393,-0.418063066,-0.437853721
-0.394,-0.419125608,-0.43896789
-0.395,-0.420188148,-0.440082056
-0.396,-0.421250684,-0.441196219
-0.397,-0.422313218,-0.442310379
-0.398,-0.423375749,-0.443424536
-0.399,-0.424438276,-0.444538689
-0.4,-0.425500801,-0.445652839
-0.401,-0.426563322,-0.446766987
-0.402,-0.427625841,-0.447881131
-0.403,-0.428688357,-0.448995271
-0.404,-0.429750869,-0.450109409
-0.405,-0.430813379,-0.451223544
-0.406,-0.431875886,-0.452337675
-0.407,-0.43293839,-0.453451803
-0.408,-0.434000888,-0.454565918
-0.409,-0.435063386,-0.45568004
-0.41,-0.43612588,-0.456794158
-0.411,-0.437188372,-0.457908274
-0.412,-0.438250861,-0.459022387
-0.413,-0.439313346,-0.460136496
-0.414,-0.440375829,-0.461250602
-0.415,-0.441438309,-0.462364705
-0.416,-0.442500786,-0.463478805
-0.417,-0.443563259,-0.464592902
-0.418,-0.44462573,-0.465706996
-0.419,-0.445688198,-0.466821086
-0.42,-0.446750662,-0.467935174
-0.421,-0.447813122,-0.469049251
-0.422,-0.448875581,-0.470163332
-0.423,-0.449938037,-0.47127741
-0.424,-0.45100049,-0.472391485
-0.425,-0.452062939,-0.473505557
-0.426,-0.453125386,-0.474619625
-0.427,-0.454187829,-0.47573369
-0.428,-0.455250269,-0.476847746
-0.429,-0.456312707,-0.477961808
-0.43,-0.45737514,-0.479075857
-0.431,-0.458437574,-0.480189921
-0.432,-0.4595,-0.481303958
-0.433,-0.460562428,-0.482418017
-0.434,-0.461624848,-0.483532047
-0.435,-0.46268727,-0.484646099
-0.436,-0.463749684,-0.485760123
-0.437,-0.4648121,-0.486874169
-0.438,-0.465874507,-0.487988187
-0.439,-0.466936918,-0.489102226
-0.44,-0.467999319,-0.490216238
-0.441,-0.469061724,-0.491330271
-0.442,-0.470124119,-0.492444276
-0.443,-0.471186517,-0.493558303
-0.444,-0.472248907,-0.494672302
-0.445,-0.473311299,-0.495786322
-0.446,-0.474373683,-0.496900315
-0.447,-0.475436069,-0.498014329
-0.448,-0.476498446,-0.499128315
-0.449,-0.477560838,-0.500242325
-0.45,-0.478623213,-0.501356317
-0.451,-0.479685584,-0.502470307
-0.452,-0.480747953,-0.503584293
-0.453,-0.481810318,-0.504698276
-0.454,-0.482872681,-0.505812256
-0.455,-0.48393504,-0.506926233
-0.456,-0.484997397,-0.508040206
-0.457,-0.48605975,-0.509154177
-0.458,-0.487122101,-0.510268144
-0.459,-0.488184448,-0.511382108
-0.46,-0.489246792,-0.512496069
-0.461,-0.490309134,-0.513610027
-0.462,-0.491371472,-0.514723982
-0.463,-0.492433807,-0.515837933
-0.464,-0.49349614,-0.516951882
-0.465,-0.494558469,-0.518065827
-0.466,-0.495620795,-0.519179769
-0.467,-0.496683119,-0.520293708
-0.468,-0.497745439,-0.521407644
-0.469,-0.498807756,-0.522521576
-0.47,-0.499870071,-0.523635506
-0.471,-0.500932382,-0.524749432
-0.472,-0.50199469,-0.525863355
-0.473,-0.503056995,-0.526977275
-0.474,-0.504119297,-0.528091192
-0.475,-0.505181597,-0.529205105
-0.476,-0.506243893,-0.530319016
-0.477,-0.507306186,-0.531432923
-0.478,-0.508368476,-0.532546827
-0.479,-0.509430763,-0.533660728
-0.48,-0.510493048,-0.534774625
-0.481,-0.511555329,-0.53588852
-0.482,-0.512617607,-0.537002411
-0.483,-0.513679882,-0.5381163
-0.484,-0.514742154,-0.539230185
-0.485,-0.515804423,-0.540344066
-0.486,-0.516866689,-0.541457945
-0.487,-0.517928952,-0.542571821
-0.488,-0.518991212,-0.543685693
-0.489,-0.520053469,-0.544799562
-0.49,-0.521115723,-0.545913428
-0.491,-0.522177974,-0.547027291
-0.492,-0.523240222,-0.548141151
-0.493,-0.524302467,-0.549255007
-0.494,-0.525364709,-0.550368861
-0.495,-0.526426948,-0.551482711
-0.496,-0.527489184,-0.552596558
-0.497,-0.528551417,-0.553710402
-0.498,-0.529613647,-0.554824242
-0.499,-0.530675874,-0.55593808
-0.5,-0.531738098,-0.557051914
-0.501,-0.532800318,-0.558165745
-0.502,-0.533862536,-0.559279573
-0.503,-0.534924751,-0.560393398
-0.504,-0.535986963,-0.56150722
-0.505,-0.537049171,-0.562621038
-0.506,-0.538111377,-0.563734854
-0.507,-0.53917358,-0.564848666
-0.508,-0.540235779,-0.565962475
-0.509,-0.541297976,-0.56707628
-0.51,-0.542360169,-0.568190083
-0.511,-0.54342236,-0.569303883
-0.512,-0.544484547,-0.570417679
-0.513,-0.545546732,-0.571531472
-0.514,-0.546608913,-0.572645262
-0.515,-0.547671092,-0.573759049
-0.516,-0.548733267,-0.574872832
-0.517,-0.549795439,-0.575986613
-0.518,-0.550857609,-0.57710039
-0.519,-0.551919775,-0.578214164
-0.52,-0.552981938,-0.579327935
-0.521,-0.554044099,-0.580441702
-0.522,-0.555106256,-0.581555467
-0.523,-0.55616841,-0.582669228
-0.524,-0.557230561,-0.583782987
-0.525,-0.558292709,-0.584896742
-0.526,-0.559354854,-0.586010493
-0.527,-0.560416997,-0.587124242
-0.528,-0.561479136,-0.588237988
-0.529,-0.562541272,-0.58935173
-0.53,-0.563603405,-0.590465469
-0.531,-0.564665535,-0.591579205
-0.532,-0.565727661,-0.592692938
-0.533,-0.566789785,-0.593806667
-0.534,-0.567851906,-0.594920394
-0.535,-0.568914024,-0.596034117
-0.536,-0.569976139,-0.597147837
-0.537,-0.571038251,-0.598261554
-0.538,-0.572100359,-0.599375268
-0.539,-0.573162465,-0.600488978
-0.54,-0.574224568,-0.601602686
-0.541,-0.575286667,-0.60271639
-0.542,-0.576348764,-0.603830091
-0.543,-0.577410857,-0.604943788
-0.544,-0.578472948,-0.606057483
-0.545,-0.579535035,-0.607171174
-0.546,-0.58059712,-0.608284863
-0.547,-0.581659201,-0.609398548
-0.548,-0.58272128,-0.61051223
-0.549,-0.583783355,-0.611625908
-0.55,-0.584845427,-0.612739584
-0.551,-0.585907496,-0.613853256
-0.552,-0.586969563,-0.614966925
-0.553,-0.588031626,-0.616080591
-0.554,-0.589093686,-0.617194254
-0.555,-0.590155743,-0.618307914
-0.556,-0.591217797,-0.61942157
-0.557,-0.592279848,-0.620535223
-0.558,-0.593341896,-0.621648873
-0.559,-0.594403941,-0.62276252
-0.56,-0.595465983,-0.623876164
-0.561,-0.596528022,-0.624989804
-0.562,-0.597590058,-0.626103442
-0.563,-0.598652091,-0.627217076
-0.564,-0.59971412,-0.628330707
-0.565,-0.600776147,-0.629444334
-0.566,-0.601838171,-0.630557959
-0.567,-0.602900192,-0.63167158
-0.568,-0.603962209,-0.632785198
-0.569,-0.605024224,-0.633898813
-0.57,-0.606086235,-0.635012425
-0.571,-0.607148244,-0.636126034
-0.572,-0.608210249,-0.637239639
-0.573,-0.609272252,-0.638353241
-0.574,-0.610334251,-0.63946684
-0.575,-0.611396247,-0.640580436
-0.576,-0.61245824,-0.641694029
-0.577,-0.613520231,-0.642807618
-0.578,-0.614582218,-0.643921204
-0.579,-0.615644202,-0.645034787
-0.58,-0.616706183,-0.646148367
-0.581,-0.617768161,-0.647261944
-0.582,-0.618830136,-0.648375517
-0.583,-0.619892108,-0.649489088
-0.584,-0.620954077,-0.650602655
-0.585,-0.622016043,-0.651716219
-0.586,-0.623078006,-0.652829779
-0.587,-0.624139965,-0.653943337
-0.588,-0.625201922,-0.655056891
-0.589,-0.626263876,-0.656170442
-0.59,-0.627325826,-0.65728399
-0.591,-0.628387774,-0.658397535
-0.592,-0.629449719,-0.659511077
-0.593,-0.63051166,-0.660624615
-0.594,-0.631573598,-0.66173815
-0.595,-0.632635534,-0.662851682
-0.596,-0.633697466,-0.663965211
-0.597,-0.634759395,-0.665078736
-0.598,-0.635821322,-0.666192259
-0.599,-0.636883245,-0.667305778
-0.6,-0.637945165,-0.668419294
-0.601,-0.639007082,-0.669532806
-0.602,-0.640068996,-0.670646316
-0.603,-0.641130907,-0.671759822
-0.604,-0.642192815,-0.672873326
-0.605,-0.64325472,-0.673986826
-0.606,-0.644316622,-0.675100322
-0.607,-0.645378521,-0.676213816
-0.608,-0.646440416,-0.677327306
-0.609,-0.647502309,-0.678440793
-0.61,-0.648564199,-0.679554277
-0.611,-0.649626085,-0.680667758
-0.612,-0.650687969,-0.681781236
-0.613,-0.651749849,-0.68289471
-0.614,-0.652811727,-0.684008181
-0.615,-0.653873601,-0.685121649
-0.616,-0.654935472,-0.686235114
-0.617,-0.655997341,-0.687348575
-0.618,-0.657059206,-0.688462034
-0.619,-0.658121068,-0.689575489
-0.62,-0.659182927,-0.690688941
-0.621,-0.660244783,-0.69180239
-0.622,-0.661306636,-0.692915835
-0.623,-0.662368486,-0.694029277
-0.624,-0.663430333,-0.695142717
-0.625,-0.664492177,-0.696256153
-0.626,-0.665554017,-0.697369585
-0.627,-0.666615855,-0.698483015
-0.628,-0.66767769,-0.699596441
-0.629,-0.668739521,-0.700709864
-0.63,-0.66980135,-0.701823284
-0.631,-0.670863175,-0.702936701
-0.632,-0.671924998,-0.704050114
-0.633,-0.672986817,-0.705163524
-0.634,-0.674048633,-0.706276931
-0.635,-0.675110446,-0.707390335
-0.636,-0.676172257,-0.708503736
-0.637,-0.677234064,-0.709617133
-0.638,-0.678295868,-0.710730528
-0.639,-0.679357669,-0.711843919
-0.64,-0.680419467,-0.712957306
-0.641,-0.681481261,-0.714070691
-0.642,-0.682543053,-0.715184072
-0.643,-0.683604842,-0.716297451
-0.644,-0.684666628,-0.717410826
-0.645,-0.68572841,-0.718524197
-0.646,-0.68679019,-0.719637566
-0.647,-0.687851966,-0.720750931
-0.648,-0.68891374,-0.721864293
-0.649,-0.68997551,-0.722977652
-0.65,-0.691037277,-0.724091008
-0.651,-0.692099042,-0.72520436
-0.652,-0.693160803,-0.72631771
-0.653,-0.694222561,-0.727431056
-0.654,-0.695284316,-0.728544399
-0.655,-0.696346068,-0.729657738
-0.656,-0.697407817,-0.730771075
-0.657,-0.698469563,-0.731884408
-0.658,-0.699531306,-0.732997738
-0.659,-0.700593045,-0.734111065
-0.66,-0.701654782,-0.735224388
-0.661,-0.702716515,-0.736337709
-0.662,-0.703778246,-0.737451026
-0.663,-0.704839973,-0.73856434
-0.664,-0.705901698,-0.73967765
-0.665,-0.706963419,-0.740790958
-0.666,-0.708025137,-0.741904262
-0.667,-0.709086853,-0.743017563
-0.668,-0.710148565,-0.744130861
-0.669,-0.711210274,-0.745244156
-0.67,-0.71227198,-0.746357447
-0.671,-0.713333683,-0.747470735
-0.672,-0.714395382,-0.74858402
-0.673,-0.715457079,-0.749697302
-0.674,-0.716518773,-0.75081058
-0.675,-0.717580464,-0.751923856
-0.676,-0.718642151,-0.753037128
-0.677,-0.719703836,-0.754150397
-0.678,-0.720765517,-0.755263662
-0.679,-0.721827195,-0.756376925
-0.68,-0.722888871,-0.757490184
-0.681,-0.723950543,-0.75860344
-0.682,-0.725012212,-0.759716693
-0.683,-0.726073878,-0.760829942
-0.684,-0.727135541,-0.761943188
-0.685,-0.728197201,-0.763056431
-0.686,-0.729258858,-0.764169671
-0.687,-0.730320511,-0.765282908
-0.688,-0.731382162,-0.766396141
-0.689,-0.73244381,-0.767509372
-0.69,-0.733505454,-0.768622599
-0.691,-0.734567096,-0.769735822
-0.692,-0.735628734,-0.770849043
-0.693,-0.736690369,-0.77196226
-0.694,-0.737752002,-0.773075474
-0.695,-0.738813631,-0.774188685
-0.696,-0.739875257,-0.775301893
-0.697,-0.74093688,-0.776415097
-0.698,-0.7419985,-0.777528298
-0.699,-0.743060117,-0.778641496
-0.7,-0.744121731,-0.779754691
-0.701,-0.745183341,-0.780867883
-0.702,-0.746244949,-0.781981071
-0.703,-0.747306553,-0.783094256
-0.704,-0.748368155,-0.784207438
-0.705,-0.749429753,-0.785320616
-0.706,-0.750491349,-0.786433792
-0.707,-0.751552941,-0.787546964
-0.708,-0.75261453,-0.788660133
-0.709,-0.753676116,-0.789773298
-0.71,-0.754737699,-0.790886461
-0.711,-0.755799279,-0.79199962
-0.712,-0.756860856,-0.793112776
-0.713,-0.75792243,-0.794225929
-0.714,-0.758984,-0.795339078
-0.715,-0.760045568,-0.796452225
-0.716,-0.761107132,-0.797565368
-0.717,-0.762168694,-0.798678508
-0.718,-0.763230252,-0.799791644
-0.719,-0.764291807,-0.800904777
-0.72,-0.76535336,-0.802017908
-0.721,-0.766414909,-0.803131035
-0.722,-0.767476455,-0.804244158
-0.723,-0.768537998,-0.805357279
-0.724,-0.769599537,-0.806470396
-0.725,-0.770661074,-0.80758351
-0.726,-0.771722608,-0.808696621
-0.727,-0.772784139,-0.809809728
-0.728,-0.773845666,-0.810922832
-0.729,-0.77490719,-0.812035933
-0.73,-0.775968712,-0.813149031
-0.731,-0.77703023,-0.814262126
